ASIN,Band Color,Band Material,Band size,Band width,Batteries,Bezel function,Bezel material,Brand Seller or Collection Name,Calendar,Case Thickness,Case diameter,Case material,Clasp,Country of Origin,Date First Available,Department,Dial color,Dial window material type,Display Type,Domestic Shipping,Height,International Shipping,Is Discontinued By Manufacturer,Item Length,Item Shape,Item model number,Item weight,Language,Length,Manufacturer,Manufacturer recommended age,Material,Metal,Metal stamp,Model Year,Model number,Movement,Package Dimensions,Part Number,Product Dimensions,Product Warranty,Special features,Water pressure resistance,Water resistant depth,Width,review,price
B004VRCYXO,Black,Resin,Womens Standard,12 millimeters,1 Lithium Metal batteries required. (included,Stationary,Resin,Timex,Day-Date-Month,10.6 millimeters,34.4 millimeters,Resin,Buckle,Philippines,20091117,Womens,Gray,Acrylic,Digital,,,,No,,Round,T5K523,22.68 Grams,,,Timex,,,,,2011,T5K523,Quartz,,T5K5239J,0.8 Ounces,,Chronograph%Timer%Alarm%Second Time Zone%Day%Date%Month%Light Up%Water Resistant%Calculator%Stopwatch%Lightweight,,100 Meters,,4.5,34.33
B00HYUT71W,Black,Resin,Mens Standard,20 millimeters,1 Lithium Metal batteries required. (included,Stationary,Resin,Timex,Day-Date-Month,14 millimeters,45 millimeters,Resin,Buckle,China,20050808,Mens,Black,Acrylic,Digital,,,,No,,Round,T5K793,1.6 Ounces,,,Timex,,,,,2014,T5K793,Quartz,,T5K7939J,1.6 Ounces,,Chronograph,,100 Meters,,4.5,42.96
B01N1SJM3M,Black,Silicone,Womens Standard,19.3 millimeters,,Unidirectional,Stainless Steel,TechnoMarine,Date,12.9 millimeters,42.3 millimeters,Stainless Steel,Buckle,,20161215,Womens,Black,Flame Fusion,Analog,,,,,,Round,TM-115327,3.6 Ounces,,,Invicta,,,,,,TM-115327,Quartz,,TM-115327,5.91 x 5.91 x 5.91 inches; 3.6 Ounces,"For warranty information about this product%please <a href=""/gp/feature.html/ref=dp_warranty_request_3P?docId=1002406021"" target=""_blank"">click here</a",Water Resistant,,660 Feet,,4.3,90.25
B00YTY4ABI,Brown,Leather,Mens Standard,20 millimeters,1 Lithium Metal batteries required. (included,Stationary,Brass,Timex,Date,9 millimeters,38 millimeters,Brass,Buckle,Philippines,20150828,Mens,Beige,Mineral,Analog,,,,No,,Round,TW2P75800,1.6 Ounces,,,Timex,,,,,2020,TW2P75800,Quartz,,TW2P758009J,8.5 x 1.5 x 0.35 inches; 1.6 Ounces,,Second Hand%Light Up%Water-resistant,,30 Meters,,4.6,34.5
B00YTY4AI6,Brown,Leather,Mens Standard,20 millimeters,1 Lithium Metal batteries required. (included,Stationary,Brass,Timex,Date,9 millimeters,38 millimeters,Brass,Buckle,Philippines,20150903,Mens,Blue,Mineral,Analog,,,,No,,Round,TW2P75900,1.6 Ounces,,,Timex,,,,,2016,TW2P75900,Quartz,,TW2P759009J,2.28 x 3.78 x 2.99 inches; 1.6 Ounces,,includes a seconds-hand%Water Resistant%Luminous,,30 Meters,,4.6,37.8
B01JO75SQ0,Black,Leather,Mens Standard,20 millimeters,1 Lithium Metal batteries required. (included,Stationary,Brass,Timex,Date,9.5 millimeters,39 millimeters,Brass,Buckle,Philippines,20161020,Mens,Black,Mineral,Analog,,,,No,,Round,TW2R29800,1.92 Ounces,,,Timex,,,,,2017,TW2R29800,Quartz,3.5 x 2.91 x 2.52 inches; 1.92 Ounces,TW2R298009J,,,Arabic Numerals,,50 Meters,,4.5,41.99
B07255DLWR,Black,Leather,Womens Standard,14 millimeters,1 Lithium Metal batteries required. (included,Stationary,Brass,Timex,,8 millimeters,30 millimeters,Brass,Buckle,Philippines,20170818,Womens,Beige,Mineral,Analog,,,,,,Round,TW2R63300,27.22 Grams,,,Timex,,,,,,TW2R63300,Quartz,,TW2R633009J,0.7 inches; 0.96 Ounces,,Easy Reader%Arabic Numerals,,30 Meters,,4.5,34.51
B0CM11871Y,Two Tone,Stainless Steel,Womens Standard,12 millimeters,,Stationary,Brass,Timex,,8 millimeters,25 millimeters,Brass,Expansion Band,,20231028,Womens,Silver,Mineral,Analog,,,,,,Round,,1.12 Ounces,,,Timex,,,,,2020,TW2R98600,Quartz,,TW2R986009J,,,Second hand,,30 Meters,,4.4,45.27
B08TYGD1R3,Two-Tone,Stainless Steel,Womens Standard,12 millimeters,1 Lithium Metal batteries required. (included,Stationary,Brass,Timex,Date,8 millimeters,25 millimeters,Brass,Expansion,Philippines,20210125,Womens,White,Mineral,Analog,,,,,,Round,TW2U791009J,27.22 Grams,,,Timex Group,,,,,,TW2U791009J,Quartz,3.5 x 2.91 x 2.52 inches; 0.96 Ounces,TW2U791009J,,,Indiglo,,30 Meters,,4.3,43.4
B08TX6NWW5,Gold,Leather,Womens Standard,20 millimeters,1 Lithium Metal batteries required. (included,Stationary,Brass,Timex,Date,9 millimeters,38 millimeters,Brass,Tang Buckle,Philippines,20210125,Womens,Off-White,Mineral,Analog,,,,,,Round,TW2V047009J,1.6 Ounces,,,Timex Group,,,,,,TW2V047009J,Quartz,5.59 x 3.03 x 2.52 inches; 1.6 Ounces,TW2V047009J,,,Indiglo,,30 Meters,,4.4,41.13
B08TX8S81F,Gold,Stainless Steel,Mens Standard,20 millimeters,1 Lithium Metal batteries required. (included,Stationary,Brass,Timex,Date,9 millimeters,38 millimeters,Brass,Clasp (Deployment,Philippines,20210125,Mens,Off-White,Mineral,Analog,,,,,,Round,TW2V048009J,3.68 Ounces,,,Timex Group,,,,,,TW2V048009J,Quartz,3.46 x 2.99 x 2.52 inches; 3.68 Ounces,TW2V048009J,,,Indiglo,,30 Meters,,4.3,37.88
B099SZL3ZS,Two-Tone,Stainless Steel,Mens Standard,20 millimeters,1 Lithium Metal batteries required. (included,Stationary,Brass,Timex,Date,10 millimeters,35 millimeters,Brass,Expansion,Philippines,20210719,Mens,White,Mineral Glass,Analog,,,,No,,Round,TW2V056009J,2.24 Ounces,,,Timex,,,,,,TW2V056009J,Quartz,3.5 x 2.99 x 2.52 inches; 2.24 Ounces,TW2V056009J,,,Water Resistant,,30 Meters,,3.9,45.5
B099SZ5N58,Two-Tone,Stainless Steel,Womens Standard,12 millimeters,1 Lithium Metal batteries required. (included,Stationary,Brass,Timex,No Calendar,8 millimeters,25 millimeters,Brass,Expansion,Philippines,20210719,Womens,White,Mineral Glass,Analog,,,,No,,Round,TW2V059009J,1.28 Ounces,,,Timex,,,,,,TW2V059009J,Quartz,3.46 x 2.91 x 2.52 inches; 1.28 Ounces,TW2V059009J,,,Water Resistant,,30 Meters,,4.3,48.3
B0977QQJJ6,Silver,Stainless Steel,Mens Standard,20 millimeters,1 Lithium Metal batteries required. (included,Stationary,Brass,Timex,No Calendar,9 millimeters,40 millimeters,Brass,Expansion,Philippines,20210614,Mens,Black,Mineral Glass,Analog,,,,,,Round,TW2V267009J,2.4 Ounces,,,Timex,,,,,,TW2V267009J,Quartz,,TW2V267009J,1.57 x 3.94 x 2.36 inches; 2.4 Ounces,,Second Hand,,30 Meters,,4.4,41.06
B0977RCSS3,Brown,Leather,Womens Standard,12 millimeters,1 Lithium Metal batteries required. (included,Stationary,Brass,Timex,No Calendar,8 millimeters,26 millimeters,Brass,Buckle,Philippines,20210614,Womens,White,Mineral Glass,Analog,,,,,,Round,TW2V269009J,18.14 Grams,,,Timex,,,,,,TW2V269009J,Quartz,3.7 x 3.03 x 2.48 inches; 0.64 Ounces,TW2V269009J,,,Second Hand,,30 Meters,,4.5,35.7
B09RTQBTMR,Silver,Stainless Steel,Womens Standard,12 millimeters,1 Lithium Metal batteries required. (included,Stationary,Brass,Timex,No Calendar,8 millimeters,25 millimeters,Brass,Expansion,Philippines,20220204,Womens,Black,Mineral Glass,Analog,,,,,,Round,TW2V467009J,1.28 Ounces,,,Timex Group,,,,,,TW2V467009J,Quartz,3.43 x 2.95 x 2.52 inches; 1.28 Ounces,TW2V467009J,,,Second Hand,,30 Meters,,4.1,40.46
B09RTP6SF7,Black,Fabric,Womens Standard,16 millimeters,1 Lithium Metal batteries required. (included,Stationary,Brass,Timex,No Calendar,8.5 millimeters,31 millimeters,Brass,Buckle,Philippines,20220204,Womens,White,Mineral Glass,Analog,,,,,,Round,TW2V468009J,1.12 Ounces,,,Timex Group,,,,,,TW2V468009J,Quartz,3.43 x 2.91 x 2.56 inches; 1.12 Ounces,TW2V468009J,,,Second Hand,,30 Meters,,4.6,32.13
B0CM1195J1,Black,Fabric,Mens Standard,20 millimeters,,Stationary,Resin,Timex,Date,8 millimeters,41 millimeters,Resin,Velcro,,20231028,Mens,Black,Acrylic,Analog,,,,,,Round,,1.12 Ounces,,,Timex,,,,,2015,TW4B00100,Quartz,,TW4B001009J,,,includes a seconds-hand%Water Resistant%Luminous,,50 Meters,,4.4,40.6
B0CM135QGZ,Green,Nylon,Men's Standard,20 millimeters,,Stationary,Brass,Timex,Date,11 millimeters,40 millimeters,Brass,Buckle,,20210223,Mens,Black,Mineral,Analog,,,,,,Round,,2.24 Ounces,,,Timex,,,,,,TW4B04700,Quartz,,TW4B047009J,,,Adjustable Strap%Water Resistant%Scratch Resistant%Luminous,,50 Meters,,4.4,39.2
B071DQ3M36,Brown,Leather,Mens Standard,20 millimeters,1 Lithium Metal batteries required. (included,Stationary,Brass,Timex,Date,11 millimeters,43 millimeters,Brass,Buckle,Philippines,20171014,Mens,Black,Mineral,Analog,,,,,,Round,TW4B11300,2.4 Ounces,,,Timex,,,,,2017,TW4B11300,Quartz,,TW4B113009J,4.72 x 4.72 x 4.72 inches; 2.4 Ounces,,Second Hand%Arabic Numerals%Glow In The Dark,,50 Meters,,4.4,43.4
B079J3BHW6,Brown,Leather,Womens Standard,12 millimeters,1 Lithium Metal batteries required. (included,Stationary,Brass,Timex,,8 millimeters,26 millimeters,Brass,Buckle,Philippines,20180123,Womens,Green,Mineral,Analog,,,,No,,Round,TW4B12000,22.68 Grams,,,Timex,,,,,2018,TW4B12000,Quartz,,TW4B120009J,1.02 x 0.2 inches; 0.8 Ounces,,Glow In The Dark,,50 Meters,,4.6,39.38
B0CM135QGZ,Green,Nylon,,20 millimeters,,Stationary,Brass,Timex,Date,11 millimeters,40 millimeters,Brass,Buckle,,20231028,Mens,Off-White,Mineral,Analog,,,,,,Round,,2.08 Ounces,,,Timex,,,,,,TW4B15500,Quartz,,TW4B155009J,,,Second Hand%Water resistant%Glow In The Dark%Arabic Numerals,,50 Meters,,4.4,62
B08TYGD95K,Black,Leather,Mens Standard,18 millimeters,1 Lithium Metal batteries required. (included,Stationary,Resin,Timex,Day-Date-Month,10.5 millimeters,39 millimeters,Resin,Tang Buckle,China,20210125,Mens,Green,Acrylic,Digital,,,,,,Round,TW4B204009J,1.12 Ounces,,,Timex Group,,,,,2020,TW4B204009J,Quartz,3.9 x 3.03 x 2.28 inches; 1.12 Ounces,TW4B204009J,,,Indiglo,,100 Meters,,4.4,38.5
B083X4SM2Z,Black,Silicone,Mens Standard,20 millimeters,1 Lithium Metal batteries required. (included,Stationary,Brass,Timex,Date,12.5 millimeters,43 millimeters,Brass,Buckle,Philippines,20200115,Mens,Black,Mineral,Analog,,,,,,Round,TW4B207009J,,,,Timex,,,,,,TW4B207009J,Quartz,3.43 x 2.95 x 2.52 inches; 4.66 Ounces,TW4B207009J,,,Chronograph%Arabic Numerals,,100 Meters,,4.2,50.71
B09Q9B6S8X,Brown,Leather,Mens Standard,20 millimeters,1 Lithium Metal batteries required. (included,Stationary,Resin,Timex,Day-Date-Month,11.5 millimeters,41 millimeters,Resin,Buckle,Philippines,20220112,Mens,Green,Acrylic,Digital,,,,,,Round,TW4B244009J,1.44 Ounces,,,Timex Group,,,,,,TW4B244009J,Quartz,3.5 x 2.91 x 2.52 inches; 1.44 Ounces,TW4B244009J,,,Chronograph%Alarm,,100 Meters,,4.6,40.6
B0BK23YLS4,Black,Resin,Mens Standard,0.71 inches,1 Lithium Metal batteries required. (included,Stationary,Resin,Timex,No Calendar,10 millimeters,41 millimeters,Resin,Buckle,Philippines,20221021,Mens,Multicolor,Acrylic,Analog,,,,,,Round,TW4B285009J,,,,Timex,,,,,,TW4B285009J,Quartz,3.54 x 3.03 x 2.56 inches; 2.89 Ounces,TW4B285009J,,,Water Resistant,,100 Meters,,4.5,36.11
B071KWH23B,Gray,Resin,Womens Standard,14 millimeters,1 Lithium Metal batteries required. (included,Stationary,Resin,Timex,Day-Date-Month,12 millimeters,34 millimeters,Resin,Buckle,China,20170818,Womens,Gray,Acrylic,Digital,,,,No,,Round,TW5M16000,27.22 Grams,,,Timex,,,,,,TW5M16000,Quartz,3.43 x 2.95 x 2.52 inches; 0.96 Ounces,TW5M160009J,,,Chronograph,,100 Meters,,4.4,31.02
B0842QF6JD,Black,Resin,Mens Standard,18 millimeters,1 Lithium Metal batteries required. (included,Stationary,Resin,Timex,Day-Date-Month,13 millimeters,42 millimeters,Resin,Buckle,Philippines,20200120,Mens,Gray,Acrylic,Digital,,,,,,Round,TW5M401009J,,,,Timex,,,,,,TW5M401009J,Quartz,5.12 x 3.94 x 2.76 inches; 0.63 Ounces,TW5M401009J,,,Date Display%Water Resistant%Day Display%Chronograph%Timer%Alarm%Light Up,,100 Meters,,4.5,34.51
B0093Q0VB0,Two Tone,Stainless Steel,Women's Standard,8 millimeters,1 Product Specific batteries required. (included,Stationary,Metal,GUESS,Date,11 millimeters,36 millimeters,Metal,deployent-push-button-clasp-with-buckle,China,20120728,Womens,Silver,Mineral,Analog,,,,,,Round,U0026L1,,,,GUESS,,,,,2011,U0026L1,Quartz,,U0026L1,5.31 x 5.12 x 5.31 inches; 8.15 Ounces,,,,330 Feet,,4.6,72.56
B00NPLB5HI,Blue,Silicone,Womens Standard,24 millimeters,1 LR44 batteries required. (included,Stationary,Stainless Steel,GUESS,Day-Date,10 millimeters,39 millimeters,Stainless Steel,Buckle,China,20150217,Womens,Blue,Mineral,Analog,,,,No,,Round,U0571L1,3.88 Ounces,,,Sequel International,,,,,2015,U0571L1,Japanese Quartz,,U0571L1,0.59 x 0.59 x 0.59 inches; 3.88 Ounces,,Multifunctions,,165 Feet,,4.6,98
B01549NQYI,Gold,Stainless Steel,Men's Standard,22 millimeters,1 Product Specific batteries required. (included,Stationary,Metal,GUESS,Day-Date,11 millimeters,44 millimeters,Metal,Deployment Clasp,China,20160427,Men's,Gold,Mineral,Analog,,,,,,Round,U0791G2,5.29 Ounces,,,Sequel International,,,,,,U0791G2,Quartz,,U0791G2,5.29 Ounces,,Water Resistant,,,,4.4,135
B0198WFA64,Gold,Stainless Steel,Men's Standard,24 millimeters,1 Product Specific batteries required. (included,Stationary,Stainless Steel,GUESS,Day-Date,13 millimeters,48 millimeters,Stainless Steel,Deployment Clasp,China,20160611,Men's,Gold,Mineral,Analog,,,,No,,Round,U0799G2,5.44 Ounces,,,Sequel International,,,,,,U0799G2,Multifunction,,U0799G2,13 x 10 x 5 inches; 5.44 Ounces,,Scratch-Resistant,,,,4.6,210
B01N24D2W3,Silver,Stainless Steel,Women's Standard,14 millimeters,1 Product Specific batteries required. (included,Stationary,Stainless Steel,GUESS,,8.55 millimeters,30 millimeters,Stainless Steel,deployant-push-button-clasp-with-buckle,China,20170608,Womens,Silver,Mineral,Analog,,,,No,,Round,U0989L1,2.4 Ounces,,,Sequel International,,,,,,U0989L1,Japanese Quartz,3.7 x 3.58 x 3.43 inches; 2.4 Ounces,U0989L1,,,Second Hand,,100 Feet,,4.6,56.25
B077THHZVT,Color: White/Silver/Rose Gold-Tone,Silicone,Women's Standard,20 millimeters,1 Product Specific batteries required. (included,Stationary,Stainless Steel,GUESS,Day-Date,11.2 millimeters,38 millimeters,Stainless Steel,Buckle,China,20150101,Womens,White,Mineral,Analog,,,,,,Round,U1053L2,2.88 Ounces,,,Sequel International,,,,,,U1053L2,Multifunction,3.9 x 3.66 x 3.39 inches; 2.88 Ounces,U1053L2,,,Scratch-Resistant%Roman Numeral%Second Hand%Bezel Markings%Water Resistant,,165 Feet,,4.7,73.49
B074CD97XX,Pink,Silicone,8.5 inches,21 millimeters,1 Lithium Metal batteries required. (included,Stationary,Stainless Steel,GUESS,Day-Date,11 millimeters,39 millimeters,Stainless Steel,Buckle,China,20171120,Womens,Pink,Mineral,Analog,,,,,,Round,U1053L3,2.8 Ounces,,,Sequel International,,,,,,U1053L3,Japanese Quartz,,U1053L3,3.15 x 3.54 x 3.54 inches; 2.8 Ounces,,Chronograph,,165 Feet,,4.6,85.99
B074CMD8DK,Silver,Stainless Steel,8.75 inches,11 millimeters,1 Product Specific batteries required. (included,Stationary,Stainless Steel,GUESS,No Calendar,9 millimeters,34 millimeters,Stainless Steel,Push Button Foldover Clasp With Safety,China,20171120,Womens,Pink,Mineral,Analog,,,,No,,Round,U1062L2,3 Ounces,,,Sequel International,,,,,,U1062L2,Japanese Quartz,3.7 x 3.7 x 3.31 inches; 3 Ounces,U1062L2,,,Water Resistant%Second Hand,,100 Feet,,4.6,52.89
B074CKLFQ2,Gold,Stainless Steel,8.5 inches,9 millimeters,1 Product Specific batteries required. (included,Stationary,Stainless Steel,GUESS,Day-Date,10 millimeters,40 millimeters,Stainless Steel,fold-over-clasp-with-push-button-safety,China,20171030,Womens,Beige,Mineral,Analog,,,,No,,Round,U1070L2,4.2 Ounces,,,Sequel International,,,,,,U1070L2,Japanese Quartz,4.09 x 3.74 x 3.19 inches; 4.2 Ounces,U1070L2,,,Water Resistant,,330 Feet,,4.6,135
B07CR7GRW4,Rose Gold,Stainless Steel,9 inches,20 millimeters,1 Product Specific batteries required. (included,Stationary,Stainless Steel,GUESS,Day-Date,12.3 millimeters,40.3 millimeters,Stainless Steel,Push Button Deployment Clasp,China,20180814,Womens,Rose Gold,Mineral,Analog,,,,,,Round,U1156L3,5 Ounces,,,Sequel International,,,,,,U1156L3,Quartz,3.75 x 3.65 x 3.2 inches; 5 Ounces,U1156L3,,,Water Resistant,,330 Feet,,4.6,118
B07VVMCVSP,Gold,Stainless Steel,Mens Standard,21.8 millimeters,,Stationary,Stainless Steel,GUESS,,9.5 millimeters,44 millimeters,Stainless Steel,Push Button Foldover Clasp With Safety,China,20190801,Mens,Black,Mineral,Analog,,,,,,Round,U1315G2,4.4 Ounces,,,GUESS,,,,,,U1315G2,Quartz,,U1315G2,4.4 Ounces,,Scratch-Resistant,,100 Feet,,4.6,140
B074WW6HNR,Silver,Metal,Men's Standard,22 millimeters,1 Product Specific batteries required. (included,GMT,Metal,U.S. Polo Assn,,14 millimeters,50 millimeters,Metal,Foldover Clasp,China,20170922,Mens,Blue,Glass,Analog,,,,No,,Round,US8621,4.8 Ounces,,,Accutime Watch Corp,,,,,,US8621,Quartz,7.87 x 3.43 x 2.95 inches; 4.8 Ounces,US8621,,,Second Hand,,,,4.5,20.33
B074X89MWC,Black,Rubber,Men's Standard,26 millimeters,2 Product Specific batteries required. (included,GMT,Metal,U.S. Polo Assn,,17 millimeters,5.2 centimeters,Metal,Buckle,China,20170923,Mens,Black,Glass,Analog-Digital,,,,,,Round,US9660,5.6 Ounces,,,Accutime Watch Corp,,,,,,US9660,Quartz,4.06 x 3.31 x 3.03 inches; 5.6 Ounces,US9660,,,,,,,4.4,20.57
B01N4DUG88,Gold,Metal,8 inches,8 millimeters,1 Product Specific batteries required. (included,Stationary,Metal,U.S. Polo Assn,,10 millimeters,36 millimeters,Metal,Foldover Clasp,China,20170111,Womens,Beige,Glass,Analog,,,,No,,Round,USC40032AZ,2.4 Ounces,,,Accutime Watch Corp,,,,,,USC40032AZ,Quartz,4.21 x 3.46 x 3.03 inches; 2.4 Ounces,USC40032,,,Second Hand,,,,4.4,28.3
B01N18OW9V,Gold,Metal,8 inches,11 millimeters,1 Product Specific batteries required. (included,GMT,Metal,U.S. Polo Assn,,9 millimeters,38 millimeters,Metal,Foldover Clasp,China,20170314,Womens,Gold,Glass,Analog,,,,No,,Square,USC40250AZ,3.2 Ounces,,,Accutime Watch Corp,,,,,,USC40250AZ,Quartz,3.31 x 3.15 x 3.07 inches; 3.2 Ounces,USC40250AZ,,,,,,,4,19.99
B07SY45ZSD,Black,Resin,Mens Standard,23.6 millimeters,1 Lithium Metal batteries required. (included,Stationary,Resin,Casio,Day-Date-Month-Year,10.7 millimeters,38 millimeters,Resin,Buckle,China,20190610,Mens,Gold,Mineral,Digital,,,,No,,Square,W-217HM-9AVCF,1.1 Ounces,,,Casio,,,,,2020,W-217HM-9AVCF,Quartz,4.2 x 3.2 x 2.2 inches; 1.1 Ounces,W-217HM-9AVCF,,,Water Resistant,,50 Meters,,4.7,16.88
B001AWZDA4,Black,Resin,10 inches,17 millimeters,1 Lithium Metal batteries required. (included,Stationary,Resin,Casio,Day-Date-Month,13 millimeters,37 millimeters,Resin,Buckle,China,20070215,Mens,Gray,Plastic,Digital,,,,No,,Square,W-800H-1AVCF,1.2 Ounces,,,Casio,,,,,2014,W-800H-1AVCF,Digital,,W800H-1AV,0.7 inches; 1.2 Ounces,,Alarm%World Time%Timer,,330 Feet,,4.6,29.95
B0CG1MMTTM,Silver &amp; Gold,Stainless Steel,Mens Standard,18 millimeters,,,Alloy Steel,TPSOUM,Date,10 millimeters,40 millimeters,Alloy Steel,Single Locking Foldover Clasp,China,20230818,Mens,Silver,Mineral Glass,Analog,,,,,,Round,WAT-M-003-01,,,,TPSOUM,,,,,,WAT-M-003-01,Quartz,6.5 x 2.56 x 1.38 inches; 4.59 Ounces,WAT-M-003-01,,,Glow In The Dark,,30 Meters,,,20.58
B0CG1LCGD2,Silver,Stainless Steel,Mens Standard,18 millimeters,,,Alloy Steel,TPSOUM,Date,9 millimeters,40 millimeters,Alloy Steel,Single Locking Foldover Clasp,China,20230818,Mens,Silver,Mineral Glass,Analog,,,,,,Round,WAT-M-004-01,,,,TPSOUM,,,,,,WAT-M-004-01,Quartz,6.5 x 2.56 x 1.38 inches; 4.02 Ounces,WAT-M-004-01,,,Glow In The Dark,,30 Meters,,,19.57
B0CG1L5XFX,Blue,Stainless Steel,Mens Standard,18 millimeters,,Unidirectional,Alloy Steel,TPSOUM,No Calendar,17 millimeters,46 millimeters,Alloy Steel,Single Locking Foldover Clasp,China,20230818,Mens,Black,Mineral Glass,Analog,,,,,,Round,WAT-M-005-02,,,,TPSOUM,,,,,,WAT-M-005-02,Quartz,6.5 x 2.56 x 1.38 inches; 8.29 Ounces,WAT-M-005-02,,,Glow In The Dark,,30 Meters,,,29.99
B0CG1L7M8R,Silver,Stainless Steel,Mens Standard,18 millimeters,,Unidirectional,Alloy Steel,TPSOUM,Date,12 millimeters,46 millimeters,Alloy Steel,Single Locking Foldover Clasp,China,20230818,Mens,Silver,Mineral Glass,Analog,,,,,,Round,WAT-M-006-02,,,,TPSOUM,,,,,,WAT-M-006-02,Quartz,6.5 x 2.56 x 1.38 inches; 3.7 Ounces,WAT-M-006-02,,,Glow In The Dark,,30 Meters,,,19.52
B0CG1PS6BC,Silver,Stainless Steel,Mens Standard,20 millimeters,,,Stainless Steel,TPSOUM,No Calendar,9 millimeters,40 millimeters,Alloy Steel,Single Locking Foldover Clasp,China,20230818,Mens,Black,Mineral Glass,Analog,,,,,,Round,WAT-M-009-01,,,,TPSOUM,,,,,,WAT-M-009-01,Quartz,5.83 x 2.64 x 1.34 inches; 3.21 Ounces,WAT-M-009-01,,,Ultra Thin,,1 Meters,,,10.53
B0CG1L4L7C,Silver,Stainless Steel,Mens Standard,20 millimeters,,,Alloy Steel,TPSOUM,Day-Date,9 millimeters,38 millimeters,Alloy Steel,Single Locking Foldover Clasp,China,20230818,Mens,Black,Mineral Glass,Analog,,,,,,Round,WAT-M-016-01,,,,TPSOUM,,,,,,WAT-M-016-01,Quartz,6.5 x 2.56 x 1.38 inches; 3.88 Ounces,WAT-M-016-01,,,Glow In The Dark,,30 Meters,,,17.99
B0CG1LK212,Silver,Stainless Steel,Mens Standard,18 millimeters,,Unidirectional,Alloy Steel,TPSOUM,Date,11 millimeters,40 millimeters,Alloy Steel,Single Locking Foldover Clasp,China,20230818,Mens,Blue,Mineral Glass,Analog,,,,,,Round,WAT-M-018-02,,,,TPSOUM,,,,,,WAT-M-018-02,Quartz,6.5 x 2.56 x 1.38 inches; 5.29 Ounces,WAT-M-018-02,,,Glow In The Dark,,30 Meters,,,18.51
B0C8J7567F,Silver,Stainless Steel,Womens Standard,18 millimeters,,,Alloy Steel,Ackssi,No Calendar,8 millimeters,34 millimeters,Alloy Steel,Single Locking Foldover Clasp,China,20230619,Womens,White,Mineral Glass,Analog,,,,,,Round,Watch-003-01,,,,TPSOUM,,,,,,Watch-003-01,Quartz,5.71 x 2.36 x 1.38 inches; 2.12 Ounces,Watch-003-01,,,Waterproof%Glow In The Dark,,30 Meters,,,13.6
B01CRWITOM,Silver,Stainless Steel,Unisex,9 millimeters,1 Product Specific batteries required. (included,Stationary,Stainless Steel,Gucci,,9 millimeters,38 millimeters,Stainless Steel,Push Button Deployment Clasp,,20160408,Unisex-adult,Black,Sapphire Crystal,Analog,,,,No,,Round,YA126457,4.02 Ounces,,,Gucci,,,,,2016,YA126457,Quartz,,YA126457,0.59 x 0.59 x 0.59 inches; 4.02 Ounces,"For warranty information about this product%please <a href=""/gp/feature.html/ref=dp_warranty_request_3P?docId=1002406021"" target=""_blank"">click here</a",Water Resistant,,165 Feet,,3.4,473
B00FWKQ7N2,Black,Leather,Unisex,20 millimeters,1 Product Specific batteries required. (included,Stationary,Gold tone,Gucci,,8 millimeters,37 millimeters,Gold tone,Buckle,,20131210,Unisex-adult,Black,Sapphire Crystal,Analog,,,,,,Round,YA133312,6 Ounces,,,Gucci,,,,,,YA133312,Swiss Quartz,,YA133312,5.91 x 5.91 x 5.91 inches; 6 Ounces,"For warranty information about this product%please <a href=""/gp/feature.html/ref=dp_warranty_request_3P?docId=1002406021"" target=""_blank"">click here</a",Water Resistant,,165 Feet,,3.3,648
B0CCGRLKP2,Gray,Stainless Steel,Mens Standard,24 millimeters,,Stationary,Alloy Steel,Fossil,No Calendar,13 millimeters,46 millimeters,Alloy Steel,Push Button Foldover Clasp With Safety,Japan,20230720,Mens,Blue,Crystal,Analog,,,,,,Round,ZR97009,,,,Relic by Fossil,,,,,,ZR97009,Quartz,3.78 x 3.58 x 3.07 inches; 9.59 Ounces,ZR97009,,,Second Hand,,50 Meters,,4.5,109.84
