ASIN,Band Color,Band Material,Band size,Band width,Batteries,Bezel function,Bezel material,Brand Seller or Collection Name,Calendar,Case Thickness,Case diameter,Case material,Clasp,Country of Origin,Date First Available,Department,Dial color,Dial window material type,Display Type,Domestic Shipping,Height,International Shipping,Is Discontinued By Manufacturer,Item Length,Item Shape,Item model number,Item weight,Language,Length,Manufacturer,Manufacturer recommended age,Material,Metal,Metal stamp,Model Year,Model number,Movement,Package Dimensions,Part Number,Product Dimensions,Product Warranty,Special features,Water pressure resistance,Water resistant depth,Width,review,price
B078ZK2DVS,Pink,Resin,Women's Standard,12 millimeters,1 Product Specific batteries required. (included,Stationary,Resin,Anne Klein,,10 millimeters,30 millimeters,Metal,Jewelry Clasp,China,20180419,Womens,Pink,Mineral,Analog,,,,,,Round,AK/3212LPRG,4.8 Ounces,,,AK Anne Klein,,,,,,AK/3212LPRG,Japanese Quartz,,AK/3212LPRG,6.3 x 7.09 x 7.87 inches; 4.8 Ounces,,Hour%Minute%Second,,100 Feet,,4.5,29.54
B0B67Q8F2K,Gold,Metal,Womens Standard,12 millimeters,,Stationary,Metal,Anne Klein,,7 millimeters,31.5 millimeters,Metal,Jewelry Clasp,,20220710,Womens,Gold,Mineral,Analog,,,,,,Round,,,,,Anne Klein,,,,,,AK/3584GBST,Japanese Quartz,,AK/3584GBST,,,Water Resistant,,100 Feet,,4.5,49.49
B099X9LMW4,Red,Faux Leather,Womens Standard,15 millimeters,,Stationary,Metal,Anne Klein,No Calendar,8 millimeters,26.5 millimeters,Metal,Buckle,China,20210720,Womens,Burgundy,Mineral Glass,Analog,,,,,,Rectangular,AK/3702RGBY,5.93 Ounces,,,Anne Klein,,,,,,AK/3702RGBY,Japanese Quartz,4.13 x 3.11 x 2.99 inches; 5.93 Ounces,AK/3702RGBY,,,Second Hand,,,,4.6,28.99
B09NWH86LV,Gold,Metal,Womens Standard,14 millimeters,,Stationary,Metal,Anne Klein,No Calendar,8 millimeters,24 millimeters,Metal,Double Locking Foldover Clasp,China,20211220,Womens,Black,Mineral Glass,Analog,,,,,,Rectangular,AK/3760BKGB,,,,Pet Rageous Designs%LLC,,,,,,AK/3760BKGB,Japanese Quartz,4.09 x 3.11 x 2.91 inches; 7.05 Ounces,AK/3760BKGB,,,Second Hand,,,,4.4,29.99
B09ZFD4KJH,Rose Gold,Metal,Womens Standard,16 millimeters,,Stationary,Metal,Anne Klein,No Calendar,8 millimeters,32 millimeters,Metal,Double Locking Foldover Clasp,China,20220503,Womens,Rose Gold,Mineral Glass,Analog,,,,,,Round,AK/3778RGRG,,,,Anne Klein,,,,,,AK/3778RGRG,Japanese Quartz,3.82 x 3.27 x 2.91 inches; 6.74 Ounces,AK/3778RGRG,,,Arabic Numerals,,,,4.2,34.99
B09NWH35NR,Gold,Stainless Steel,Womens Standard,16 millimeters,,Stationary,Metal,Anne Klein,No Calendar,8 millimeters,32 millimeters,Metal,Sliding Clasp,China,20211220,Womens,Black,Mineral Glass,Analog,,,,,,Round,AK/3780BKGB,,,,Pet Rageous Designs%LLC,,,,,,AK/3780BKGB,Japanese Quartz,4.25 x 3.11 x 2.99 inches; 6.74 Ounces,AK/3780BKGB,,,Roman Numeral,,,,4.3,25.64
B09N43D1G3,Black,Faux Leather,Womens Standard,14 millimeters,,Stationary,Metal,Anne Klein,No Calendar,8.5 millimeters,24 millimeters,Metal,Buckle,China,20210126,Womens,Black,Mineral Glass,Analog,,,,,,Rectangular,AK/3820GPBK,,,,Anne Klein,,,,,,AK/3820GPBK,Japanese Quartz,3.86 x 3.15 x 2.91 inches; 5.29 Ounces,AK/3820GPBK,,,Second Hand,,,,4.6,33
B096L2FZWL,Brown,Leather,Womens Standard,13 millimeters,,Stationary,Metal,Anne Klein,No Calendar,7.5 millimeters,24 millimeters,Metal,Buckle,China,20210603,Womens,Gold,Mineral Glass,Analog,,,,,,Rectangular,AK/3874CHHY,5.61 Ounces,,,Anne Klein,,,,,,AK/3874CHHY,Japanese Quartz,4.21 x 3.11 x 2.91 inches; 5.61 Ounces,AK/3874CHHY,,,Roman Numeral,,100 Feet,,4.6,34.99
B08KQJBNJT,Black,Leather,Mens Standard,21 millimeters,,Stationary,Stainless Steel,Alpina,Date,10.43 millimeters,42 millimeters,Stainless Steel,Buckle,Switzerland,20201005,Mens,Blue,Sapphire Crystal,Analog,,,,,,Round,AL-247NB4E6,,,,Alpina,,,,,,AL-247NB4E6,Swiss Quartz,5.94 x 5.71 x 3.82 inches; 1.62 Pounds,AL-247NB4E6,,,Glow In The Dark,,100 Meters,,3.9,747.67
B0BXHN29Q4,Orange,Rubber,Mens Standard,22 millimeters,,Bidirectional,Stainless Steel,Alpina,Date,14.6 millimeters,45 millimeters,Fiber Glass,Deployant Clasp,,20230304,Mens,Black,Sapphire Crystal,Analog-Digital,,,,,,Round,,,,,ALPINA,,,,,,AL-283LBO5AQ6,Swiss Quartz,,AL-283LBO5AQ6,,,GPS,,100 Meters,,3.4,635.82
B09KYF29NY,Brown,Leather,Mens Standard,21 millimeters,,Stationary,Stainless Steel,Alpina,No Calendar,12.3 millimeters,42 millimeters,Stainless Steel,Buckle,Switzerland,20211103,Mens,Black,Sapphire Crystal,Analog,,,,,,Round,AL-520BY4H6,,,,Alpina,,,,,,AL-520BY4H6,Automatic,9.72 x 8.07 x 4.29 inches; 3.12 Pounds,AL-520BY4H6,,,Second Hand,,300 Meters,,3.4,
B08KQJ4T1W,Blue,Nylon,Mens Standard,22 millimeters,,Stationary,Stainless Steel,Alpina,Date,12.15 millimeters,44 millimeters,Recycled Plastic,Buckle,Switzerland,20201005,Mens,Blue,Sapphire Crystal,Analog,,,,,,Round,AL-525LNSB4VG6,,,,Alpina,,,,,,AL-525LNSB4VG6,Swiss Automatic,8.5 x 6.38 x 1.06 inches; 4.66 Ounces,AL-525LNSB4VG6,,,Second Hand,,300 Meters,,4.2,
B09KY9KYSH,Blue,Leather,Mens Standard,20 millimeters,,Stationary,Stainless Steel,Alpina,Date,11.55 millimeters,44 millimeters,Stainless Steel,Buckle,Switzerland,20211103,Mens,Blue,Sapphire Crystal,Analog,,,,,,Round,AL-525NBG4SH6,,,,Alpina,,,,,,AL-525NBG4SH6,Automatic,7.64 x 6.54 x 4.33 inches; 1.92 Pounds,AL-525NBG4SH6,,,Second Hand,,30 Meters,,5,
B08PDHNR1Y,Black,Leather,Mens Standard,22 millimeters,,Stationary,Stainless Steel,Alpina,No Calendar,12.15 millimeters,45 millimeters,Stainless Steel,Buckle,Switzerland,20201201,Mens,Blue,Sapphire Crystal,Analog,,,,,,Round,AL-650NSSR5E6,,,,Alpina,,,,,,AL-650NSSR5E6,Swiss Quartz,5.98 x 5.71 x 3.82 inches; 1.68 Pounds,AL-650NSSR5E6,,,,,100 Meters,,3.3,903.98
B0094KMB4U,Black,Leather,9.5 inches,22 millimeters,1 Product Specific batteries required. (included,Unidirectional,Stainless Steel,A|X ARMANI EXCHANGE,Date,11 millimeters,43 millimeters,Stainless Steel,Buckle,,20120831,Men,Black,Mineral,Analog,,,,No,,Round,AX2098,2.75 Ounces,,,Armani Exchange Watches MFG Code,,,,,2017,AX2098,Quartz,,AX2098,3.39 x 4.25 x 3.7 inches; 2.75 Ounces,,Chronograph,,165 Feet,,4.6,
B00KNJCWS6,Gold,Stainless Steel,Men's Standard,22 millimeters,1 Lithium Metal batteries required. (included,Unidirectional,Stainless Steel,A|X ARMANI EXCHANGE,Date,8 millimeters,45 millimeters,Stainless Steel,Push Button Foldover Clasp With Safety,,20140731,Mens,Black,Mineral,Analog,,,,No,,Round,AX2145,8.78 Ounces,,,Armani Exchange Watches MFG Code,,,,,2017,AX2145,Quartz,,AX2145,1.3 x 1.77 x 1.42 inches; 8.78 Ounces,,Hour%Minute%Second,,165 Feet,,4.6,
B008FG6ZRI,Silver-Tone,Stainless Steel,Men's Standard,22 millimeters,1 Product Specific batteries required. (included,Stationary,Stainless Steel,Citizen,Day-Date,9 millimeters,40 millimeters,Stainless Steel,Foldover Clasp,Japan,20120628,Mens,Blue,Mineral,Analog,,,,No,,Round,BF0580-57L,8 Ounces,,,Citizen Watch Company,,,,,,BF0580-57L,Japanese Quartz,4.49 x 3.74 x 3.27 inches; 8 Ounces,BF0580-57L,,,,,99 Feet,,4.5,85.3
B00KXCU17C,Silver-Tone,Silver,Men's Standard,20 millimeters,1 Lithium Metal batteries required. (included,Stationary,Stainless Steel,Citizen,Date,9 millimeters,42 millimeters,Stainless Steel,Foldover Clasp,Japan,20140611,Mens,Silver,Mineral,Analog,,,,No,,Round,BI1030-53A,4.23 Ounces,,,Citizen Watch Company,,,,,2010,BI1030-53A,Japanese Quartz,,BI1030-53A,5.98 x 4.02 x 5 inches; 4.23 Ounces,,,,99 Feet,,4.5,79.2
B07CGPZD27,Brown,Leather,Mens Standard,22 millimeters,1 Lithium Metal batteries required. (included,Stationary,Stainless Steel,Citizen,Date,12.5 millimeters,44 millimeters,Stainless Steel,Buckle,,20180611,Mens,Blue,Mineral Crystal,Analog,,,,No,,Round,CA0648-09L,3 Ounces,,,Citizen Watch Company,,,,no-metal-stamp,,CA0648-09L,Quartz,4.9 x 4.4 x 3.8 inches; 3 Ounces,CA0648-09L,,"For warranty information about this product%please <a href=""/gp/feature.html/ref=dp_warranty_request_3P?docId=1002406021"" target=""_blank"">click here</a",Chronograph%Date%Luminous%Tachymeter,,100 Meters,,4.6,
B00MTHO1F2,Gray,Nylon,Mens-Standard,24 millimeters,1 Product Specific batteries required. (included,Stationary,Resin,Casio,Day-Date-Month,14 millimeters,48 millimeters,Resin,Buckle,China,20140920,Unisex-adult,Gray,Mineral,Digital,,,,No,,Round,DW-9052V-1CR,2.08 Ounces,,,Casio,,,,,2015,DW-9052V-1CR,Quartz,,DW-9052V-1CR,2.08 Ounces,,Shock Resistant,,660 Feet,,4.7,53
B001QFYDEM,Black,Resin,Mens,25.8 millimeters,1 C batteries required. (included,Stationary,Resin,Casio,Day-Date-Month,16.3 millimeters,5.3 centimeters,Resin,Buckle,,20090430,Mens,Black,Mineral,Digital,,,,No,,Round,DW6900MS-1CR,2.36 Ounces,,,Casio,,,,,,DW6900MS-1CR,Quartz,,DW6900MS-1CR,4.5 x 4.4 x 3.3 inches; 2.36 Ounces,"For warranty information about this product%please <a href=""/gp/feature.html/ref=dp_warranty_request_3P?docId=1002406021"" target=""_blank"">click here</a",Light,,660 Feet,,4.5,71.96
B004IYZ17Q,Black,Resin,9 Inches,24.9 millimeters,1 A batteries required,Stationary,Resin,Casio,Day-Date-Month,14 millimeters,46.4 millimeters,Resin,Buckle,China,20110325,Unisex,Gray,Mineral,Digital,,,,No,,Round,DW9052-1BCG,,,,Casio,,,,,2020,DW9052-1BCG,Quartz,,DW9052-1BCG,4.8 x 3.2 x 2.2 inches; 4.73 Ounces,,alarm-feature,,660 Feet,,4.7,52.92
B00HRB8AX4,Black,Stainless Steel,Men's Standard,26 millimeters,1 Lithium Ion batteries required. (included,Stationary,Stainless Steel,Diesel,Date,12 millimeters,5.9 centimeters,Stainless Steel,Deployment Clasp,,20140601,Mens,Black,Mineral,Analog,,,,No,,Round,DZ4318,7.05 Ounces,,,Diesel,,,,no-metal-stamp (Fashion only,2016,DZ4318,Quartz,,DZ4318,3.7 x 4.17 x 4.02 inches; 7.05 Ounces,,Chronograph%Water Resistant%Second Hand,,330 Feet,,4.5,
B00O4DJ67W,Black,Stainless Steel,Men's Standard,26 millimeters,1 LR44 batteries required. (included,Unidirectional,Stainless Steel,Diesel,Date,12 millimeters,5.9 centimeters,Stainless Steel,Foldover Clasp,,20141002,Mens,Black,Mineral,Analog,,,,No,,Round,DZ4338,8.78 Ounces,,,Diesel Watches,,,,,2017,DZ4338,Quartz,,DZ4338,4.09 x 4.57 x 4.33 inches; 8.78 Ounces,"For warranty information about this product%please <a href=""/gp/feature.html/ref=dp_warranty_request_3P?docId=1002406021"" target=""_blank"">click here</a",Chronograph,,330 Feet,,4.5,150.23
B0163GGIT6,Red,Stainless Steel,Men's Standard,28 millimeters,1 LR44 batteries required,Stationary,Stainless Steel,Diesel,Date,14 millimeters,5.7 centimeters,Stainless Steel,Deployment Clasp,,20151217,Mens,Gray,Mineral,Analog,,,,No,,Round,DZ7370,5.28 Ounces,,,Diesel Watches,,,,no-metal-stamp (Fashion only,2016,DZ7370,Quartz,,DZ7370,3.62 x 4.25 x 4.02 inches; 5.28 Ounces,"For warranty information about this product%please <a href=""/gp/feature.html/ref=dp_warranty_request_3P?docId=1002406021"" target=""_blank"">click here</a",Second Hand%Chronograph%Water Resistant,,99 Feet,,4.4,194.73
B003DZ7VZG,Silver,Stainless Steel,Mens-Standard,18 millimeters,1 Product Specific batteries required,Stationary,Resin,Casio,Day-Date-Month,14 millimeters,44 millimeters,Resin,Push Button Foldover Clasp With Safety,China,20100707,Outdoors,Black,Glass,Digital,,,,No,,Round,EAW-AE-1000WD-1AV,4 Ounces,,,Casio,,,,,2014,EAW-AE-1000WD-1AV,Quartz,,AE1000WD-1AVCF,4.8 x 3.2 x 2.3 inches; 4 Ounces,,alarm-feature%Stop watch%Water Resistant%World time,,330 Feet,,4.4,29.88
B01GI9Z0UQ,Black,Resin,,21 millimeters,1 Lithium Metal batteries required. (included,Stationary,Resin,Casio,Day-Date-Month,12 millimeters,47 millimeters,Resin,Buckle,China,20160707,Mens,Black,Mineral,Analog,,,,No,,Round,EAW-AQ-S810W-1A3V,1.41 Ounces,,,Casio,,,,,2020,EAW-AQ-S810W-1A3V,Quartz,,AQ-S810W-1A3VCF,4.2 x 3.3 x 2.3 inches; 1.41 Ounces,,World Time,,330 Feet,,4.6,38
B000GB0G02,Brown,Canvas,mens,22 millimeters,1 Lithium Metal batteries required. (included,Stationary,Stainless Steel,Casio,Day-Date-Month,14 millimeters,40 millimeters,Stainless Steel,Hook &amp; Loop,China,20060716,Mens,Beige,Mineral,Analog-Digital,,,,No,,Round,EAW-AW-80V-5BV,2.12 Ounces,,,Casio,,,,,2014,EAW-AW-80V-5BV,Quartz,,AW80V-5BV,2.12 Ounces,,alarm-feature%Water Resistant%World time,,165 Feet,,4.2,26.92
B00R5AMNK8,Silver,Stainless Steel,,12 millimeters,1 Lithium Metal batteries required,Stationary,,Casio,Month,8 millimeters,25 millimeters,,,,20141218,Womens,Silver,Mineral,Analog,,,,No,,Round,EAW-LTP-V001D-7B,5.29 Ounces,,,Casio,,,,,,EAW-LTP-V001D-7B,Japanese Quartz,,LTP-V001D-7,3.94 x 3.94 x 3.94 inches; 5.29 Ounces,,,,30 Meters,,4.4,
B000GAYQTU,Black,Resin,mens,18 millimeters,1 Lithium Metal batteries required. (included,Stationary,Resin,Casio,,8 millimeters,35 millimeters,Stainless Steel,Buckle,,20031030,Mens,Black,Resin Glass,Analog,,,,No,,Round,EAW-MQ-24-1B2,20 Grams,,,Casio,,,,,,EAW-MQ-24-1B2,Quartz,,MQ24-1B2,1.54 x 0.31 x 1.34 inches; 0.71 Ounces,,Water Resistant,,50,,4.2,
B000GB0G7A,Black,Resin,mens,20 millimeters,1 Lithium Metal batteries required,Stationary,Plastic,Casio,,8 millimeters,35 millimeters,Plastic,Buckle,China,20030123,Mens,White,Resin Glass,Analog,,,,No,,Round,EAW-MQ-24-7B2,20 Grams,,,Casio,,,,,2014,EAW-MQ-24-7B2,Quartz,,MQ-24-7B2,6 x 4 x 6 inches; 0.71 Ounces,,Arabic Numeral%Water Resistant,,,,4.4,15.94
B0001XVUFA,Black,Resin,mens,16 millimeters,1 Lithium Metal batteries required,Stationary,Resin,Casio,,8 millimeters,38 millimeters,Resin,Buckle,China,20031112,Men,Yellow,Resin Glass,Analog,Currently%item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments%please check with the manufacturer regarding warranty and support issues,,"This item can be shipped to select countries outside of the U.S.  <a href=""/gp/help/customer/display.html/ref=help_search_1-1?nodeId=201117930"" target=""InternationalShippingDetails"">Learn More</a",No,,Round,EAW-MQ-24-9B,1.6 Ounces,,,Casio,,,,,2020,EAW-MQ-24-9B,Quartz,,MQ24-9B,3 x 4 x 1 inches; 1.6 Ounces,,Water Resistant,,30 Meters,,4.4,22.95
B005JVP0LE,Black,Resin,Men's Standard,18 millimeters,1 Lithium Metal batteries required. (included,Unidirectional,Resin,Casio,Day-Date,12 millimeters,43 millimeters,Resin,Buckle,Japan,20110914,Mens,Black,Mineral,Analog,,,,No,,Round,EAW-MRW-200H-1BV,2.08 Ounces,,,Casio,,,,,2014,EAW-MRW-200H-1BV,Quartz,,MRW200H-1BV,,,Second hand,,330 Feet,,4.4,21.92
B009QTQNVG,Silver,Stainless Steel,Men's Standard,20 millimeters,1 Product Specific batteries required. (included,Stationary,Stainless Steel,Casio,Date,9 millimeters,9 millimeters,Stainless Steel,Foldover Clasp,,20090929,Adults,Silver,Mineral,Analog,,,,No,,Round,EAW-MTP-1183A-7A,3.07 Ounces,,,Casio,,,,,,EAW-MTP-1183A-7A,Quartz,,MTP-1183A-7A,2.36 x 4.09 x 3.78 inches; 3.07 Ounces,,Water Resistant,,30 Meters,,4.5,
B00134OJYA,Silver,Stainless Steel,Mens,23 millimeters,1 Product Specific batteries required,Slide Rule,Stainless Steel,Casio,,10 millimeters,42 millimeters,Stainless Steel,Push Button Foldover Clasp With Safety,China,20031113,Mens,Black,Mineral,Analog,,,,No,,Round,EAW-MTP-4500D-1AV,3.53 Ounces,,,Casio,15 years and up,,,,2011,EAW-MTP-4500D-1AV,Japanese Quartz,,MTP4500D-1AV,6 x 6 x 7 inches; 3.53 Ounces,,Bezel Markings%Chronograph%Scratch-Resistant%Second Hand%Lightweight,,165 Feet,,4.5,55
B004D35W8A,Black,Resin,Mens-Standard,13 millimeters,1 Lithium Metal batteries required,Stationary,Resin,Casio,Date,7 millimeters,37 millimeters,Stainless Steel,Buckle,China,20101026,Mens,Blue,Mineral,Analog,,,,No,,Round,EAW-MW-600F-2AV,1.44 Ounces,,,Casio,,,,,2014,EAW-MW-600F-2AV,Quartz,,MW600F-2AV,2.36 x 4.09 x 3.62 inches; 1.44 Ounces,,Luminous,,330 Feet,,4.3,23.88
B001QFYDKG,Various,Resin,Mens,18 millimeters,1 Unknown batteries required,Stationary,Resin,Casio,Day-Date-Month,12 millimeters,40 millimeters,Resin,Buckle,China,20090225,Mens,Digital,Mineral,Digital,,,,No,,Round,EAW-W-213-1AV,3.53 Ounces,,,Casio,,,,,2014,EAW-W-213-1AV,Japanese Quartz,,W-213-1AV,3 x 2 x 4.5 inches; 3.53 Ounces,,alarm-feature%Shock resistant%Water Resistant,,165 Feet,,4.5,15.88
B008FG79Z0,Silver-Tone,Stainless Steel,Women's Standard,13 millimeters,1 Product Specific batteries required. (included,Stationary,Stainless Steel,Citizen,No Calendar,6.5 millimeters,18 millimeters,Stainless Steel,Foldover Clasp,Japan,20120628,Womens,Black,Mineral,Analog,,,,No,,rectangle,EJ5850-57E,,,,Citizen Watch Company,,,,,,EJ5850-57E,Japanese Quartz,4.61 x 3.74 x 3.03 inches; 8.47 Ounces,EJ5850-57E,,,,,30 Meters,,4.4,85.8
B00HVBJ6W4,Brown,Leather,7 inches,18 millimeters,1 CR2 batteries required. (included,Stationary,Stainless Steel,Fossil,,11 millimeters,38 millimeters,Quartz Stainless Steel,Buckle,,20140214,Womens,Beige,Mineral,Analog,,,,No,,Round,ES3466,2.4 Ounces,,,Fossil,,,,,2019,ES3466,Quartz,,ES3466,5.91 x 5.91 x 5.91 inches; 2.4 Ounces,,Water Resistant%Bezel Markings%Second Hand,,330 Feet,,4.6,
B09S4WXL1J,,,,,,,,Casio,,,,,Buckle,,20220209,Womens,,,,,3 inches,,,6 inches,,,,,6 inches,PAVOI,,Resin,COLOR_NAME,,2014,F108WH-1ACF,,,,,,,,,6 inches,4.6,16.88
